ID,Nickname,School Name,Active,Payment Through Us,Location Type,Location Phone,Address,City,State,Zip Code,Geographic Area,Point of Contact,POC Title,POC Phone,POC Email,Contractor,Location Enrollment,Demo Allowed,Demo Start Time,Demo Type,Base Professor Pay,Retained Client,Class Pricing Type,School Cut Type,School Cut,Virtus Required,TB Required,Livescan Required,Livescan Info,Contract/Permit Required,Contract/Permit Notes,Special Info Required,Flyer Required,Registration Link for Flyer,Custom Flyer Required,Custom Flyer Items Required,Flyer Quantity,Parking Information,Attendance Required,Demo Length,Unknown,School Procedure Info,Internal Notes,Observes Allowed,Jewish,Set Dates Ourselves,Number of Weeks,School Calendar Link,Client Manager,Invoicing Notes,Class 1 Type,Class 1 Grades,Class 1 Day,Class 1 Start Time,Class 1 Length (Minutes),Class 1 Cost,Class 1 Lab Fee per Week,Class 1 Minimum Students,Class 1 Maximum Students,Class 2 Type,Class 2 Grades,Class 2 Day,Class 2 Start Time,Class 2 Length (Minutes),Class 2 Cost,Class 2 Lab Fee per Week,Class 2 Minimum Students,Class 2 Maximum Students,Class 3 Type,Class 3 Grades,Class 3 Day,Class 3 Start Time,Class 3 Length (Minutes),Class 3 Cost,Class 3 Lab Fee per Week,Class 3 Minimum Students,Class 3 Maximum Students,Class 4 Type,Class 4 Grades,Class 4 Day,Class 4 Start Time,Class 4 Length (Minutes),Class 4 Cost,Class 4 Lab Fee per Week,Class 4 Minimum Students,Class 4 Maximum Students,Class 5 Type,Class 5 Grades,Class 5 Day,Class 5 Start Time,Class 5 Length (Minutes),Class 5 Cost,Class 5 Lab Fee per Week,Class 5 Minimum Students,Class 5 Maximum Students,Class 6 Type,Class 6 Grades,Class 6 Day,Class 6 Start Time,Class 6 Length (Minutes),Class 6 Cost,Class 6 Lab Fee per Week,Class 6 Minimum Students,Class 6 Maximum Students
2804,ST LAWRENCE MARTYR,St Lawrence Martyr School,Yes,Yes,School,310 316 3049,1950 South Prospect Ave,Redondo Beach,CA,90277,South La,Megan,Director of Development,3103163049,mwynne@stlmschool.org,,315,Yes,,5,,No,Per Student,Student Per Session,5,Yes,No,Yes,https://docs.google.com/document/d/17HabDPyaXyYDr6aFcrInUhJS9BTfwEKgTiYvO192fU4/edit,,,Digital and hard copy flyers,Yes,,No,,180,,Yes,,,https://docs.google.com/document/d/1z5fnULX2mJ_GUfPPLiqyQinoKjuHoW2SGeNBG_8DZbU/edit?usp=drive_link,,,No,No,8,https://www.stlmschool.org/important-dates-2021-2022,Catie,,Science,K-4,Thursday,3:15 PM,2/28/1900,24,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,STUDYSMART MOHAWK VALLEY,Mohawk Valley Community College,No,No,School,315.792-5529,Online,Online,Online,Online,Online,Fabiola,,8187247528,fabiola@studysmarttutors.com,Studysmart,,No,,,,Yes,Flat Fee,,,No,No,No,,No,,,No,,,,,,No,,,Follow Studysmart Procedures.https://drive.google.com/drive/u/1/folders/1Q2W8yFaLVBbZ561uO_-VQx3P7-NjKG1b,School contact is Cymil Hamilton - chamilton@mvcc.edu,Yes,No,No,,,Sam,,Engineering,7-12,M-F,10:00 AM,60,2400,,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,duplicate,Mohawk Valley Community College,No,No,School,315.792-5529,Online,Online,Online,Online,Online,Fabiola,,8187247528,fabiola@studysmarttutors.com,Studysmart,,No,,,,No,Flat Fee,,,No,No,No,,No,,,No,,,,,,No,,,Follow Studysmart Procedures.https://drive.google.com/drive/u/1/folders/1Q2W8yFaLVBbZ561uO_-VQx3P7-NjKG1b,School contact is Cymil Hamilton - chamilton@mvcc.edu,,No,No,,,Sam,,Engineering,7-12,M-F,10:00 AM,60,2400,,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,LA PURISIMA,La Purisima Catholic School,No,Yes,School,(714) 633-5411,11712 North Hewes,Orange ,CA,92869,North OC,Rosa,Principal,7146335411,rramirez@lpcs.net,,202,Yes,,,,No,Per Student,,,No,No,No,,No,,need to be aporved through Diocese of Orange,Yes,,,,,,Yes,,, we take registration/ early out 2nd Wed each month,,,No,Yes,10,,Sam,,Science,K-4,Monday,3:15 PM,60,19,,8,14,Engineering,K-4,Tuesday,3:15 PM,60,19,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,VENTURA CHARTER,Ventura Charter School,No,No,School,8053485503,3290 Loma Vista Rd,Ventura,CA,93001,Online,Kristen,Coordinator,8057553075,kristen@venturacharterschool.org,,,Yes,,,,No,Per Student,,,No,No,No,,No,,,Yes,Register Through Ventura Charter,No,,Digital Only,"Lot Parking -  St Paul's Episcopal Church center,  3290 Loma Vista Rd.  Park in the lot, head to the green gate.  Code 4040* Up the stairs to room 11.",Yes,,,https://docs.google.com/document/d/1UjFcowP790nLGXnWzn9AjSRYJpBQAOFNttm7qNAQdkY/edit?usp=sharing,,,No,No,,,Sam,,Science,K-3,Thursday,11:00 AM,60,18,,9,14,Engineering,K-3,Thursday,11:00 AM,60,18,,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,ORANGE CRESCENT,Orange Crescent School,No,No,School,(714) 531-1451,1 Al-Rahman Plaza,Garden Grove,CA,92844,North OC,Sarah,Admin,7145311451,info@orangecrescent.com,,322,Yes,12/30/1899,,,No,Per Student,,,No,No,No,,No,,,Yes,See the school office for registration information ,Yes,"Don't list pricing - just say ""See the school office for registration information""",0,,Yes,,,https://docs.google.com/document/d/1xYRRww8t5GrH4yaAoRRhsCcoSQNsK2_j6nkiZggIjS0/edit?usp=drive_link,,,No,No,8,,Catie,,Engineering,K-4,Thursday,3:30 PM,60,20,,8,14,Science,K-4,Thursday,3:30 PM,60,20,,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,ST JOHN FISHER,St John Fisher School,No,Yes,School,3103772800,5446 Crest Rd,Rancho Palos Verdes,CA,90275,South La,Joanne,Admin Assistant,3103772800,jselvaggio@sjf.org,,150,,,,,No,Per Student,,,Yes,No,Yes,https://docs.google.com/document/d/17HabDPyaXyYDr6aFcrInUhJS9BTfwEKgTiYvO192fU4/edit,No,,,Yes,,,,150,,Yes,,,https://docs.google.com/document/d/1BpTfAXuJnmFDoF8lJi-D9_lQcKoTXr3SeBEc0jmJ_hM/edit?usp=drive_link,This location strongly prefers (requires) instructors to be virtus trained through the archdiocese of Los Angeles.,,,,,,Catie,,Science,K-3,Wednesday,3:15 PM,2/28/1900,21,,9,14,Engineering,K-3,Wednesday,3:15 PM,2/28/1900,21,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,ST LUCY SCHOOL,St Lucy School,No,Yes,School,562 424 9062,2320 Cota Ave,Long Beach,CA,90810,South La,Marie,Principal,5624249062,principal@stlucyschoollb.org,,173,Yes,12/30/1899,,,No,Per Student,,,Yes,No,Yes,,No,,Approval through Arch Diocese,Yes,,No,,,,Yes,,,https://docs.google.com/document/d/1HkwR2z2ZwdDsDQgSDFZTtR4vLwTzISmYiSQ-dSWbmqY/edit,,,No,No,6,https://www.stlucyschoollb.org/calendar.html,Sam,,Science,K-4,Tuesday,3:15 PM,60,19,,8,14,Engineering,K-4,Wednesday,3:15 PM,60,19,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5612,WESTMARK SCHOOL,Westmark School,Yes,No,School,8189865045,5461 Louise Ave,encino,CA,91316,Valley,Ali,Coordinator,,aguerrero@westmarkschool.org,,50,No,,,,No,Flat Fee,,,No,No,No,,No,,,Yes,,,,,,Yes,,,https://docs.google.com/document/d/1v7kgwXEEf6TpL8Xu4z_YmOAVQvy0c3_l2DJbmVbkOIY/edit?usp=sharing,,,,No,,,Sam,,Science,K-5,Thursday,3:30 PM,2/28/1900,225,,0,14,Engineering,K-5,Thursday,3:30 PM,2/28/1900,225,,0,14,Engineering,6-8,Wednesday,3:30 PM,2/28/1900,225,,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,ST JAMES HOLY REDEEMER,St James Holy Redeemer School,No,Yes,School,(818) 248-7778,4635 Dunsmore Ave.,Glendale,CA,91214,East LA,Jessica ,Director of Development,(818) 248-7778,Jstarbuck@hrsjs.org,,110,Yes,,,,No,Per Student,,,Yes,No,No,,No,,,Yes,,No,,,,Yes,,,,,,No,No,8,https://www.hrsjs.org/calendars,Sam,,Science,K-3,Tuesday,3:10 PM,60,20,,8,14,Engineering,4-5,Friday,3:10 PM,60,20,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,OAK PARK HOMESCHOOL,Oak Park Homeschool Pod,No,Yes,School,3234282587,Oak Park Community Center and Gardens:1000 Kanan Road,Oak Park,CA,91377,Deep Valley,Yvonne,,,mrs.toussaint@gmail.com,,,No,,,,No,Per Student,,,No,No,No,,No,,,Yes,,,,,,Yes,,,Location is Oak Park Community Center and Gardens,,,Yes,,,,Sam,,Science,4-9,Monday,2:00 PM,60,19,,8,14,Science,9+,Monday,3:15 PM,60,19,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,HERITAGE CHRISTIAN SCHOOL,Heritage Christian School,No,Yes,School,(949) 598-9166,22081 Hidalgo,Mission Veijo,CA,92691,North OC,Becki,Administrator,(949) 598-9166,Bhayes@heritagechristianschool.com ,,365,,,,,No,Per Student,,,No,No,No,,No,,,Yes,,No,,,https://docs.google.com/document/d/1AiZ3iVr1IN506BAI1isx_igFmlksZ4uln-zImlguZSc/edit,Yes,,,https://docs.google.com/document/d/1e_YI6l8Erq6SEadMCak6qJq_5nI1lXrF0ORMaUDdaF4/edit?usp=drive_link,,,No,No,,https://heritagechristianschool.com/calendar/,Catie,,Science,K-4,Monday,3:15 PM,60,20,,8,14,Engineering,K-4,Thursday,3:15 PM,60,19,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98120,RED HILL ELEMENTARY,Red Hill Elementary School,No,Yes,School,(714) 730-7543,11911 Redhill Ave,North Tustin,CA,92705,North OC,Sandra,Cooirdinator,(714) 730-7543,sandrareyboyd@gmail.com,,563,,,,,No,Per Student,,,No,,No,,No,,,Yes,,,,,,Yes,,,https://docs.google.com/document/d/e/2PACX-1vROzM9KGml6uO3qrEixNmdPSdziC3rPmEh6vZpGbSBr2rPZO_jVjZKpgP4Ct-3gznnHpn6x7CVcwf7q/pub,,,No,No,8,,Sam,,Science,1-4,Monday,2:45 PM,60,20,,8,14,Engineering,1-4,Thursday,2:45 PM,60,19,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,STUDYSMART CAL LUTHERAN,Cal Lutheran University,No,No,School,(213) 257-5579,60 W Olsen Rd,Thousand Oaks,CAl Lutheran University,91360,Deep Valley,Casey,Coordinator,(213) 257-5579,casey@studysmarttutors.com,Studysmart,15,No,,,,Yes,Flat Fee,,,No,No,No,,No,,,No,,No,,,,No,,,In Person Studysmart Program. Plesae wear collared shirt or blouse - no t shirt..,,Yes,,,,,Sam,,Science,9-12,M-F,10:00 AM,120,800,,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6810,REALM SOUTH BAY,The Realm Academy,No,No,School,3103991139,TBD,Torrance,CA,43180,Online,Cyndy,Coordinator,,cyndy@realmacademy.com,Realm,,No,,,,No,Flat Fee,,,No,No,No,,No,,,No,,No,,,,Yes,,,,,,No,No,,,Sam,,Science,K-4,Monday,10:00 AM,60,165,,0,14,Engineering,K-4,Monday,11:00 AM,60,165,,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,CHAPMAN ELEMENTARY,Chapman Elementary School,No,Yes,School,3103242275,1947 Marine Ave,Gardena,Ca,90249,South La,Teresa,Coordinator,3103838383,chapmanespta@gmail.com,,,Yes,,,,No,Per Student,,,No,No,No,,Yes,https://drive.google.com/open?id=1shtfcE7_X1Lt4-LxxVIwpcQhHTnIzI_l,,Yes,,No,,200,,Yes,,,,,,No,Yes,,,Sam,,Science,TK-5,Monday,2:40 PM,60,18,,9,14,Engineering,TK-5,Tuesday,1:40 PM,60,18,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5618,GINA WARSAVSKY HOUSE,Gina Warsavsky's House,No,No,House,8183249037,25240 Prado de la Puma,Calabasas,CA,91302,Deep Valley,Gina,Mom,,Gina.warsavsky@gmail com,,4,No,,,,No,Flat Fee,,,No,No,No,,No,,,No,,No,,,,No,,,House,,,,Yes,,,Sam,,Science,K-3,Tuesday,3:00 PM,45,190,,0,15,Engineering,K-3,Thursday,3:45 PM,45,190,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,MIA HUI HOUSE,Mia Hui's House,No,No,House,626-862-1179,202 W Las Flores Ave,Arcadia,CA,91007,East LA,Mia,Mom,626-862-1179,miatimenow@gmail.com,,,No,,,,No,Flat Fee,,,No,No,No,,No,,,No,,No,,,,No,,,House,,,,Yes,,,Sam,,Science,K-3,Tuesday,11:20 AM,60,180,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,STUDYSMART ASPIRE,Aspire Golden State College Prep,No,No,School,(818) 650-1823 ,Virtual,Virtual,Virtual,Virtual,Online,Elise,Coordinator,8052323473,elised@studysmarttutors.com,Studysmart,15,No,,,,Yes,Flat Fee,,,No,No,No,,No,,,No,,No,,,,No,,,Virtual Studysmart Program,Virtual Studysmart Program. Please wear collared shirt or blouse - no t shirt. Must follow Studysmart procedures and have access to folder with Studysmart slideshows found at https://bit.ly/3z5TlfB,Yes,,,,,Sam,,Science,6,Friday,5:00 PM,60,400,,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,CARTHAY ENVIRONMENTAL,Carthay Environmental Magnet,No,No,School,3239358173,6351 W Olympic Blvd,Los Angeles,CA,90048,West LA,Courtney,,,carthaypta@gmail.com,,352,No,,,,No,Per Student,,,No,No,No,,Yes,,,Yes,,No,,,,Yes,,,https://docs.google.com/document/d/1vVb1a0gFLww4643zyiepApHZFFRY3H4nH-lowWGPbEM/edit?usp=sharing,,,,No,,https://drive.google.com/file/d/1q4NbEOv9hbDHxyeJCdIMpswE03ePkRWl/view?usp=sharing,Sam,,Science,K-3,Tuesday,1:50 PM,60,19,,9,14,Engineering,K-3,Thursday,2:50 PM,60,19,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688,FRONTIERS ACADEMY,FRONTIERS ACADEMY,No,No,School,7149306638,102 Baker St,Costa Mesa,CA,92626,North OC,Jessica,Admin Asst,7149306638,Jessica.grajeda@frontiersacademy.org,,80,,,6,,No,Per Student,Student Per Week,6,No,,No,,No,,,Yes,Register through Frontiers Academy,No,,50,,Yes,,,,,,No,No,,https://www.frontiersacademy.org/school-news/school-calendar,Sam ,School will add their fees on top of our own,Science,K-4,Tuesday,3:20 PM,60,20,,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,PRINCE OF PEACE,Prince of Peace Lutheran School,No,No,School,7147740993,1421 West Ball Rd.,Anaheim,CA,92802,North OC,Heather,Cooirdinator,7147740993,Hwalton@princeofpeaceanaheim.org,,70,,,,,No,Per Student,,,No,,No,,No,,,Yes,,No,,,,Yes,,,https://docs.google.com/document/d/15t4YnGbu3Da7obWDQ1iBsruLwEXwNWIV-wfbJH_HdcA/edit,,,No,No,,,Sam,,Science,1-5,Monday,3:15 PM,60,19,,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,KARI HOUSE,Kari Staine House,No,Yes,School,8185545258,5545 Ostin Ave,Woodland Hills,CA,91367,Valley,Kari,Coordinator,8185545258,kari.crawley@gmail.com,,,No,,,,No,Flat Fee,,,No,No,No,,No,,,No,,No,,,,Yes,,,,,,No,Yes,,,Sam,,Science,K-3,M-F,9:00 AM,180,1450,,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5616,BRACE CANYON POD,Brace Canyon Pod,Yes,No,House,8184025388,"Brace Canyon Park
2901 Haven Way",Burbank,CA,91504,Valley,Angie,Mom,213-200-2016,angiewittenberg@gmail.com,,,No,,,,No,Per Student,,,No,No,No,,No,,,No,,No,,,,Yes,,,Angie can meet the teacher at the park early on first class to decide on best spot. Ideally we would meet in the shade. There is a cluster of picnic tables just past the pavilion that are under a tree and have plenty of space.,,,No,Yes,,,Sam,,Engineering,K-3,Friday,10:00 AM,2/28/1900,22,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,EMMAUS LUTHERAN,Emmaus Lutheran,No,Yes,School,6262893664,840 South Almansor,Alhambra,CA,91801,East LA,Ynez,Extended Day Care Director,6262893664,ynezcantu65@gmail.com,,166,,,0.2,,No,Per Student,Percentage,0.2,No,No,No,,No,,,Yes,Professoregghead.com/register,No,,,,Yes,,,https://docs.google.com/document/d/1r1pxmiYUqTDQ4uv3kuZLdJdiacKAX0zo35ealZa1BqQ/edit?usp=drive_link,,,No,No,,https://emmausalhambra.org/school-calendar/,Sam,,Science,K-3,Monday,3:15 PM,60,25,,8,14,Engineering,K-3,Friday,3:15 PM,60,25,,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,ST FRANCIS OF ASSISI,ST FRANCIS OF ASSISI,Yes,Yes,School,7146953700,5330 East Side Circle ,Yorba Linda,CA,92887,North OC,Jenn,,7146953700 xtn 103,Jnieto@sfayl.org,,200,,,,,No,Per Student,,,No,,No,,No,,,Yes,,,,,https://docs.google.com/document/d/1VwLe3lfZgSQyT70DptpyRJ2aigNQnNwPQFonU-Lj1ro/edit,Yes,,,https://docs.google.com/document/d/1OVXKuqmG30hwpQuOQjc_OZEiLZclmX8PZeYAocda4_M/edit?usp=drive_link,,,No,No,10,https://www.sfayl.org/apps/events/,Catie,,Science,K-4,Wednesday,3:00 PM,2/28/1900,24,,8,14,Engineering,K-4,Wednesday,3:00 PM,2/28/1900,24,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,MADLEN SARKISYAN HOUSE,Madlen Sarkisyan's House,No,No,House,8183170008,6503 Katherine Rd,Simi Valley,Ca,93063,Deep Valley,Madlen,,,msarkisyan@outlook.com,,,No,,,,No,Flat Fee,,,No,No,No,,No,,,No,,No,,,,Yes,,,"Park: It is at the Santa Susana Park & Railroad Depot . There is atable, shade, and a water source.",,,No,Yes,,,Sam,,Science,K-5,Friday,11:00 AM,60,180,,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,CHRIST CATHEDRAL ACADEMY,Christ Cathedral Academy,No,Yes,School,7146632330,13280 Chapman Ave,Garden Grove ,CA,92840,North OC,Julianna,Principal,7146632330,jtapia@ccaorange.com,,311,Yes,12/30/1899,,,No,Per Student,,,No,,Yes,,,,,Yes,,No,,,,Yes,,,https://docs.google.com/document/d/1GBxDDYmG6FhpXENQ7mc4YovOkgE91zrmZFE65jlKZU8/edit,,,,No,10,,Sam,,Science,K-4,Monday,3:15 PM,60,19,,8,14,Engineering,K-5,Thursday,3:15 PM,60,19,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,LIMOR MAKMAL HOUSE,Limor Makmal's House,No,No,House,8182742596,22929 Paul Revere Dr,Calabasas,CA,91302,Deep Valley,Limor,Mom,,limormakmal@gmail.com,,,No,,,,No,Flat Fee,,,No,No,No,,No,,,No,,No,,,,Yes,,,House,,,,,,,Sam,,Science,Ages 5-9,Wednesday,4:30 PM,60,180,,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5626,SYCAMORE,Sycamore Community School,No,No,School,3104218025,1229 4th St,Santa Monica,CA,90401,West LA,Victoria,Admin Assistant,3104218025,vcuster@sycamorecs.org,,,No,,0.2,,No,Per Student,Percentage,0.2,No,No,No,,No,,,No,,No,,,,Yes,,,https://docs.google.com/document/d/1Yiea063mC9aD6E9okUsb6xnysC2pwV2fvhCONoudAYM/edit?usp=drive_link,,,No,No,,,Catie,,Science,K-3,Wednesday,3:15 PM,3/10/1900,30,,8,14,Engineering,K-3,Tuesday,3:15 PM,3/10/1900,30,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,AMERICAN MARTYRS,American Martyrs School,No,Yes,School,3105458559,1701 Laurel Ave.,Manhattan Beach,CA,90266,South La,Bryan,Principal,3105458559,Bcourtney@americanmartyrs.org,,668,,,,,No,Per Student,,,Yes,No,Yes,https://docs.google.com/document/d/17HabDPyaXyYDr6aFcrInUhJS9BTfwEKgTiYvO192fU4/edit?usp=sharing,No,,Please put the class time as 3:30 - 4:30 pm,Yes,,No,,,,Yes,,,https://docs.google.com/document/d/19EUruB3UhCexZuQqqgnBDyDkvlSE3j7EYTBzMOikxxY/edit?usp=sharing,"THIS LOCATION DOES NOT ALLOW SUBSTITUTES. IF WE ARE UNAVAILABLE, WE HAVE TO CANCEL FOR THE DAY.

Class runs from 3:30 - 4:30, but we are asked to arrive and be ready by 2:55. class duration 95 minutes",,No,No,,https://www.americanmartyrsschool.org/apps/events/2022/11/?id=0,Catie,,Science,K-3,Monday,3:30 PM,4/4/1900,21,,8,14,Engineering,K-5,Thursday,3:30 PM,4/4/1900,21,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,ADA CLEGG,Ada Clegg Elementary,No,Yes,School,7148947218,6311 Larchwood Dr.,Huntington Beach,CA,92647,North OC,John,Principal,7148947218,Jstaggs@wsdk8.us,,553,,,,,No,Per Student,,,No,No,No,,Yes,facilities request,,Yes,,No,,,,Yes,,,,,,No,No,6,https://clegg.wsdk8.us/apps/events/,Sam,,Engineering,K-5,Wednesday,12:45 PM,60,19,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5630,DISCOVERY DAYS,Discovery Days Preschool,Yes,No,School,(626) 510-6033,85 Palmetto Dr,Pasadena,CA,91105,East LA,Melanie,,,melanieburke@discoverydayspreschool.com,,,No,,,,No,Flat Fee,,,No,No,No,,No,,,Yes,Register through Discovery Days,,,digital only,,Yes,,,https://docs.google.com/document/d/1xPKuHX9n7h8_nMsEaGy03EqTkRzVRpZ-DtbbRfyQkRw/edit,,,No,No,,,Sam,,Science,PK,Monday,3:30 PM,30,120,,0,14,Science,PK,Monday,4:00 PM,30,120,,0,14,Science,PK,Monday,4:30 PM,30,120,,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,CRESCENT ELEMENTARY,CRESCENT ELEMENTARY,No,Yes,School,7149976371,5001 Gerda Dr.,Anaheim,CA,92807,North OC,Mimi,Office Manager,7149976371,mtellers@orangeusd.org,,740,,,25,,No,Per Student,Weekly,25,No,No,No,,Yes,,,Yes,ProfessorEgghead.com/Register,No,,,,Yes,,,https://docs.google.com/document/d/e/2PACX-1vTlVuQeph6079DDN5iihtAruCsi0m2nFTFtBGrz1_b0S7XGkXNGJ1CMhzcIKn8U-Dwz2I2JHrGsnWs0/pub,,,No,No,6,https://drive.google.com/file/d/1z3g5uSQVm8sssB3S148U2PuLYw-OL3EP/view,,,Science,K-3,Tuesday,2:35 PM,60,23,,8,14,Engineering,4-6,Thursday,2:55 PM,60,23,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,AFTER SCHOOL ALL STARS,After School All Stars,No,No,School,(818) 457-1728,"ATTN: Jackie Licardie-Banks
6501 Fountain Ave",Los Angeles,CA,90028,Online,Jack,,8184571728,jackf@studysmarttutors.com,Studysmart,120,No,,,,No,Flat Fee,,,No,No,No,,No,,,No,,No,,,,Yes,,,https://docs.google.com/document/d/11A_AnPCOx9Qds_N5LOlo83eKlLcmBGGUOcm_OZEXd2k,,,No,No,,,Sam,,Engineering,K-12,Monday,12:00 AM,60,126,,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,PILLARS ACADEMY,PILLARS ACADEMY,No,No,School,9499510442,23581 MADERO STE 104,Mission Viejo,CA,92691,North OC,Zubeda ,Director,9199510442,director@pillarsacademy.org ,,60,,,40,,No,Per Student,Session Fixed,40,No,No,No,,No,,,Yes,,No,,,,Yes,,,,,,No,No,8,https://www.pillarsacademy.org/school-calendar,Catie,,Science,PK-K,Tuesday,3:00 PM,60,18,,8,14,Engineering,PK-K,Thursday,3:00 PM,60,18,,8,14,Science,PK-K,M-F,3:00 PM,60,18,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510,RIVIERA HALL,Riviera Hall Lutheran ,No,Yes,School,3103755528,330 Palos Verdes Blvd.,Redondo Beach,CA,90277,South La,Wendy,Office Manager,3103755528,Wbarry@rivierahall.org,,254,,,0.1,,No,Per Student,Percentage,0.1,No,No,No,,No,,,Yes,,No,,,,Yes,,,https://docs.google.com/document/d/1NRClW52l7Jp9ETMZea79VU88ufyWyo5bRWk9ajJjhgo/edit?usp=drive_link,,,No,No,8,https://www.rivierahall.org/calendar/,Catie,,Science,K-3,Thursday,3:15 PM,60,21,,8,14,Engineering,K-5,Friday,3:15 PM,60,21,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,PORTER RANCH,Porter Ranch Community School,Yes,Yes,School,8187097100,12450 Mason Ave,Porter Ranch,CA,91326,Valley,Jenn,Parent Community Rep,8187097100,jennifer.endler@lausd.net,,500,No,,,,No,Per Student,,,No,No,No,,Yes,https://drive.google.com/drive/u/1/folders/1q3CfJk8TXo8JojBdPHKpTW1oKdMDDJBk,"INTERNAL NOTE: Please put the ""class start time"" as 2:55, not 2:35pm. The first 20 minutes are supervision of younger students",Yes,Professoregghead.com/register,No,,Week 2,Street Parking,Yes,,,https://docs.google.com/document/d/1nZEVcCLKa-ZEr_z4ovyr0HRIxFJaEGK0Vqjpy-I9aok/edit?usp=drive_link,"School release schedule: 
TK /K - 2nd grade is out at 2:35 
3rd grade- 5th grade are dismissed at 2:50.  
middle school dismissed at 3:27 ",In person only,,,,,Sam,DO NOT INVOICE- Parents pay us directly ,Engineering,2-5,Monday,2:35 PM,3/20/1900,25,,8,15,Science,2-5,Wednesday,2:35 PM,3/20/1900,25,,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,EAGLE ROCK ELEMENTARY,Eagle Rock Elementary School,Yes,No,School,(323) 254-6851,2057 Fair Park Ave,Los Angeles,CA,90041,East LA,"Shannon (PTA)
Deana Quintanilla (onsite volunteer)",PTA Member,(323) 333-3367,"clubs@eaglerock-pta.org
clubs2@eaglerock-pta.org",,452,No,,,,No,Flat Fee,,,No,No,No,,Yes,https://drive.google.com/drive/u/1/folders/1q3CfJk8TXo8JojBdPHKpTW1oKdMDDJBk,,Yes,,No,,99,,Yes,,,https://docs.google.com/document/d/1iYLFrDmII--Iv9Wdfc8VKVmSmYNFDTCF3kBxAoZkuzM/edit?usp=drive_link,"School swapped from 6Crickets to Activity Hero for registration. Login info below: 
User: sam@professoregghead.com
PW: Sciencerocks1*",,No,,,,Sam,,Engineering,K-2,Monday,2:45 PM,3/15/1900,250,,0,15,Science,K-2,Monday,2:45 PM,3/15/1900,250,,0,15,Science,K-3,Tuesday,1:45 PM,3/15/1900,250,,0,15,Science,K-2,Thursday,2:45 PM,3/15/1900,250,,0,15,,,,,,,,,,,,,,,,,,
